indicator_id,region_id,date,value
ZATT,2519,2020-01-31,229002.0
ZATT,711,2020-01-31,478074.0
ZATT,2556,2020-01-31,467813.0
ZATT,2729,2020-01-31,558139.0
ZATT,2958,2020-01-31,245091.0
ZATT,960,2020-01-31,344570.0
ZATT,387,2020-01-31,196343.0
ZATT,3071,2020-01-31,654145.0
ZATT,2844,2020-01-31,209992.0
ZATT,335,2020-01-31,274261.0
ZATT,1500,2020-01-31,380159.0
ZATT,2506,2020-01-31,187452.0
ZATT,2221,2020-01-31,181318.0
ZATT,2213,2020-01-31,332028.0
ZATT,2851,2020-01-31,399588.0
ZATT,884,2020-01-31,339100.0
ZATT,3072,2020-01-31,280938.0
ZATT,794,2020-01-31,203665.0
ZATT,3193,2020-01-31,407104.0
ZATT,2364,2020-01-31,265105.0
ZATT,1296,2020-01-31,183802.0
ZATT,548,2020-01-31,260734.0
ZATT,3039,2020-01-31,233071.0
ZATT,1333,2020-01-31,182693.0
ZATT,1733,2020-01-31,319502.0
ZATT,1991,2020-01-31,271520.0
ZATT,1229,2020-01-31,225125.0
ZATT,1972,2020-01-31,297898.0
ZATT,394,2020-01-31,314420.0
ZATT,1569,2020-01-31,179363.0
ZATT,2097,2020-01-31,269343.0
ZATT,2247,2020-01-31,171149.0
ZATT,1548,2020-01-31,279268.0
ZATT,1308,2020-01-31,436670.0
ZATT,1393,2020-01-31,575128.0
ZATT,940,2020-01-31,315249.0
ZATT,238,2020-01-31,391785.0
ZATT,1203,2020-01-31,216802.0
ZATT,2748,2020-01-31,228993.0
ZATT,2394,2020-01-31,232587.0
ZATT,2173,2020-01-31,258970.0
ZATT,2845,2020-01-31,248087.0
ZATT,1835,2020-01-31,311087.0
ZATT,1762,2020-01-31,248349.0
ZATT,2767,2020-01-31,278285.0
ZATT,797,2020-01-31,262999.0
ZATT,1496,2020-01-31,434600.0
ZATT,2371,2020-01-31,220217.0
ZATT,1474,2020-01-31,300714.0
ZATT,2363,2020-01-31,226007.0
ZATT,2260,2020-01-31,256985.0
ZATT,422,2020-01-31,397804.0
ZATT,3249,2020-01-31,146893.0
ZATT,3040,2020-01-31,280342.0
ZATT,2370,2020-01-31,267974.0
ZATT,1513,2020-01-31,332626.0
ZATT,1673,2020-01-31,346735.0
ZATT,620,2020-01-31,164394.0
ZATT,1590,2020-01-31,261757.0
ZATT,441,2020-01-31,246479.0
ZATT,2855,2020-01-31,261809.0
ZATT,2434,2020-01-31,470474.0
ZATT,1889,2020-01-31,217318.0
ZATT,1478,2020-01-31,341342.0
ZATT,454,2020-01-31,526808.0
ZATT,1952,2020-01-31,316084.0
ZATT,323,2020-01-31,192348.0
ZATT,2905,2020-01-31,178808.0
ZATT,68,2020-01-31,201414.0
ZATT,493,2020-01-31,251275.0
ZATT,3151,2020-01-31,268673.0
ZATT,1678,2020-01-31,290428.0
ZATT,1411,2020-01-31,198672.0
ZATT,1253,2020-01-31,356249.0
ZATT,2640,2020-01-31,447956.0
ZATT,2623,2020-01-31,325678.0
ZATT,1362,2020-01-31,259698.0
ZATT,2719,2020-01-31,409019.0
ZATT,1697,2020-01-31,454471.0
ZATT,371,2020-01-31,190485.0
ZATT,1079,2020-01-31,232703.0
ZATT,1657,2020-01-31,251643.0
ZATT,3132,2020-01-31,418145.0
ZATT,1007,2020-01-31,184237.0
ZATT,2892,2020-01-31,346463.0
ZATT,2142,2020-01-31,272030.0
ZATT,962,2020-01-31,261397.0
ZATT,1833,2020-01-31,315840.0
ZATT,2872,2020-01-31,236569.0
ZATT,641,2020-01-31,269107.0
ZATT,1644,2020-01-31,408736.0
ZATT,2592,2020-01-31,421573.0
ZATT,2601,2020-01-31,218035.0
ZATT,3092,2020-01-31,224932.0
ZATT,2578,2020-01-31,329674.0
ZATT,1781,2020-01-31,216924.0
ZATT,2624,2020-01-31,188142.0
ZATT,2283,2020-01-31,280205.0
ZATT,362,2020-01-31,328811.0
ZATT,429,2020-01-31,350897.0
ZATT,2997,2020-01-31,336904.0
ZATT,855,2020-01-31,285141.0
ZATT,1263,2020-01-31,253125.0
ZATT,1856,2020-01-31,255241.0
ZATT,1758,2020-01-31,400239.0
ZATT,1343,2020-01-31,517949.0
ZATT,112,2020-01-31,319382.0
ZATT,2110,2020-01-31,558214.0
ZATT,2039,2020-01-31,186717.0
ZATT,2608,2020-01-31,615164.0
ZATT,1554,2020-01-31,272160.0
ZATT,2724,2020-01-31,224332.0
ZATT,1261,2020-01-31,704695.0
ZATT,2924,2020-01-31,259630.0
ZATT,2598,2020-01-31,249443.0
ZATT,1911,2020-01-31,218613.0
ZATT,2667,2020-01-31,202333.0
ZATT,3290,2020-01-31,332981.0
ZATT,2174,2020-01-31,877103.0
ZATT,3184,2020-01-31,213061.0
ZATT,1652,2020-01-31,230097.0
ZATT,2674,2020-01-31,231611.0
ZATT,906,2020-01-31,188119.0
ZATT,2774,2020-01-31,234603.0
ZATT,512,2020-01-31,232426.0
ZATT,2966,2020-01-31,319384.0
ZATT,1718,2020-01-31,278363.0
ZATT,256,2020-01-31,232791.0
ZATT,1707,2020-01-31,358939.0
ZATT,3260,2020-01-31,227463.0
ZATT,1905,2020-01-31,390236.0
ZATT,1415,2020-01-31,434630.0
ZATT,2686,2020-01-31,176155.0
ZATT,3244,2020-01-31,193626.0
ZATT,2984,2020-01-31,346912.0
ZATT,796,2020-01-31,217014.0
ZATT,1683,2020-01-31,289864.0
ZATT,3012,2020-01-31,199980.0
ZATT,1409,2020-01-31,420976.0
ZATT,1033,2020-01-31,404844.0
ZATT,3216,2020-01-31,236560.0
ZATT,2405,2020-01-31,232870.0
ZATT,2952,2020-01-31,226624.0
ZATT,3044,2020-01-31,209846.0
ZATT,399,2020-01-31,233892.0
ZATT,2991,2020-01-31,188110.0
ZATT,1998,2020-01-31,304345.0
ZATT,1848,2020-01-31,424462.0
ZATT,2386,2020-01-31,197318.0
ZATT,924,2020-01-31,538711.0
ZATT,2265,2020-01-31,581402.0
ZATT,416,2020-01-31,252256.0
ZATT,2168,2020-01-31,286448.0
ZATT,1376,2020-01-31,356416.0
ZATT,735,2020-01-31,312772.0
ZATT,2299,2020-01-31,733693.0
ZATT,1326,2020-01-31,381278.0
ZATT,2154,2020-01-31,203189.0
ZATT,542,2020-01-31,334947.0
ZATT,1729,2020-01-31,405540.0
ZATT,3277,2020-01-31,379267.0
ZATT,1788,2020-01-31,212411.0
ZATT,1610,2020-01-31,175388.0
ZATT,2235,2020-01-31,160616.0
ZATT,485,2020-01-31,257494.0
ZATT,1581,2020-01-31,497007.0
ZATT,2846,2020-01-31,358513.0
ZATT,1142,2020-01-31,300903.0
ZATT,649,2020-01-31,383625.0
ZATT,2796,2020-01-31,569504.0
ZATT,3240,2020-01-31,437920.0
ZATT,338,2020-01-31,191505.0
ZATT,1358,2020-01-31,268462.0
ZATT,2588,2020-01-31,252358.0
ZATT,2125,2020-01-31,233882.0
ZATT,1961,2020-01-31,500142.0
ZATT,185,2020-01-31,287014.0
ZATT,2812,2020-01-31,199941.0
ZATT,870,2020-01-31,519708.0
ZATT,2514,2020-01-31,272437.0
ZATT,3194,2020-01-31,355409.0
ZATT,3126,2020-01-31,390677.0
ZATT,1469,2020-01-31,336773.0
ZATT,2756,2020-01-31,319853.0
ZATT,1929,2020-01-31,234170.0
ZATT,3121,2020-01-31,290908.0
ZATT,3187,2020-01-31,216528.0
ZATT,2163,2020-01-31,229746.0
ZATT,1902,2020-01-31,261444.0
ZATT,85,2020-01-31,224767.0
ZATT,1945,2020-01-31,774079.0
ZATT,1530,2020-01-31,304977.0
ZATT,2780,2020-01-31,282254.0
ZATT,1100,2020-01-31,193067.0
ZATT,2760,2020-01-31,403562.0
ZATT,2853,2020-01-31,205535.0
ZATT,1630,2020-01-31,225329.0
ZATT,1291,2020-01-31,238698.0
ZATT,2902,2020-01-31,186777.0
ZATT,2865,2020-01-31,127715.0
ZATT,2783,2020-01-31,196064.0
ZATT,1602,2020-01-31,301305.0
ZATT,2157,2020-01-31,390590.0
ZATT,1495,2020-01-31,216635.0
ZATT,632,2020-01-31,352556.0
ZATT,1647,2020-01-31,238396.0
ZATT,3088,2020-01-31,158832.0
ZATT,2953,2020-01-31,213063.0
ZATT,929,2020-01-31,219246.0
ZATT,525,2020-01-31,489853.0
ZATT,1370,2020-01-31,165638.0
ZATT,1003,2020-01-31,294122.0
ZATT,1990,2020-01-31,183615.0
ZATT,2721,2020-01-31,358677.0
ZATT,1112,2020-01-31,681806.0
ZATT,2516,2020-01-31,438345.0
ZATT,2700,2020-01-31,393968.0
ZATT,1875,2020-01-31,415400.0
ZATT,2294,2020-01-31,374923.0
ZATT,309,2020-01-31,199077.0
ZATT,2553,2020-01-31,197643.0
ZATT,2567,2020-01-31,260406.0
ZATT,2733,2020-01-31,138264.0
ZATT,2659,2020-01-31,285733.0
ZATT,2766,2020-01-31,321575.0
ZATT,670,2020-01-31,247830.0
ZATT,3045,2020-01-31,332015.0
