indicator_id,region_id,date,value,zip_code
ZSFH,58520,2020-01-31,349899.0,1854
ZSFH,58521,2020-01-31,436136.0,1860
ZSFH,58522,2020-01-31,471251.0,1862
ZSFH,58523,2020-01-31,427114.0,1863
ZSFH,58524,2020-01-31,608806.0,1864
ZSFH,58527,2020-01-31,657501.0,1867
ZSFH,58528,2020-01-31,463278.0,1876
ZSFH,58529,2020-01-31,450564.0,1879
ZSFH,58530,2020-01-31,590104.0,1880
ZSFH,58532,2020-01-31,598021.0,1886
ZSFH,58533,2020-01-31,546552.0,1887
ZSFH,58536,2020-01-31,1155772.0,1890
ZSFH,58538,2020-01-31,374286.0,1901
ZSFH,58539,2020-01-31,375785.0,1902
ZSFH,58541,2020-01-31,415823.0,1904
ZSFH,58542,2020-01-31,390742.0,1905
ZSFH,58543,2020-01-31,479789.0,1906
ZSFH,58544,2020-01-31,600151.0,1907
ZSFH,58545,2020-01-31,651414.0,1908
ZSFH,58547,2020-01-31,421745.0,1913
ZSFH,58548,2020-01-31,518144.0,1915
ZSFH,58549,2020-01-31,689052.0,1921
ZSFH,58550,2020-01-31,537594.0,1922
ZSFH,58551,2020-01-31,523607.0,1923
ZSFH,58552,2020-01-31,590010.0,1929
ZSFH,58553,2020-01-31,499180.0,1930
ZSFH,58557,2020-01-31,587738.0,1938
ZSFH,58558,2020-01-31,695997.0,1940
ZSFH,58559,2020-01-31,909251.0,1944
ZSFH,58560,2020-01-31,729615.0,1945
ZSFH,58561,2020-01-31,656569.0,1949
ZSFH,58562,2020-01-31,626384.0,1950
ZSFH,58563,2020-01-31,569263.0,1951
ZSFH,58564,2020-01-31,403440.0,1952
ZSFH,58565,2020-01-31,485987.0,1960
ZSFH,58568,2020-01-31,600844.0,1966
ZSFH,58569,2020-01-31,527270.0,1969
ZSFH,58570,2020-01-31,446490.0,1970
ZSFH,58572,2020-01-31,553703.0,1982
ZSFH,58573,2020-01-31,628983.0,1983
ZSFH,58574,2020-01-31,667625.0,1984
ZSFH,58575,2020-01-31,601245.0,1985
ZSFH,58577,2020-01-31,356573.0,2019
ZSFH,58578,2020-01-31,314814.0,2020
ZSFH,58579,2020-01-31,593432.0,2021
ZSFH,58580,2020-01-31,971579.0,2025
ZSFH,58581,2020-01-31,558025.0,2026
ZSFH,58583,2020-01-31,1204184.0,2030
ZSFH,58585,2020-01-31,556426.0,2032
ZSFH,58586,2020-01-31,491321.0,2035
ZSFH,58587,2020-01-31,496311.0,2038
ZSFH,58590,2020-01-31,834053.0,2043
ZSFH,58592,2020-01-31,463508.0,2045
ZSFH,58593,2020-01-31,472912.0,2047
ZSFH,58594,2020-01-31,501325.0,2048
ZSFH,58595,2020-01-31,482715.0,2050
ZSFH,58596,2020-01-31,782505.0,2051
ZSFH,58597,2020-01-31,719182.0,2052
ZSFH,58598,2020-01-31,480509.0,2053
ZSFH,58599,2020-01-31,454808.0,2054
ZSFH,58601,2020-01-31,562042.0,2056
ZSFH,58602,2020-01-31,617126.0,2059
ZSFH,58604,2020-01-31,645000.0,2061
ZSFH,58605,2020-01-31,516920.0,2062
ZSFH,58607,2020-01-31,594197.0,2066
ZSFH,58608,2020-01-31,604719.0,2067
ZSFH,58610,2020-01-31,571337.0,2071
ZSFH,58611,2020-01-31,428270.0,2072
ZSFH,58612,2020-01-31,559370.0,2081
ZSFH,58613,2020-01-31,795115.0,2090
ZSFH,58614,2020-01-31,513950.0,2093
ZSFH,58622,2020-01-31,4978676.0,2108
ZSFH,58623,2020-01-31,1434947.0,2109
ZSFH,58624,2020-01-31,1013122.0,2110
ZSFH,58625,2020-01-31,1034679.0,2111
ZSFH,58627,2020-01-31,1057033.0,2113
ZSFH,58628,2020-01-31,2261143.0,2114
ZSFH,58629,2020-01-31,1161541.0,2115
ZSFH,58630,2020-01-31,2393457.0,2116
ZSFH,58632,2020-01-31,2346791.0,2118
ZSFH,58633,2020-01-31,563542.0,2119
ZSFH,58634,2020-01-31,800498.0,2120
ZSFH,58635,2020-01-31,539265.0,2121
ZSFH,58636,2020-01-31,609541.0,2122
ZSFH,58638,2020-01-31,596655.0,2124
ZSFH,58639,2020-01-31,635054.0,2125
ZSFH,58640,2020-01-31,453802.0,2126
ZSFH,58641,2020-01-31,857080.0,2127
ZSFH,58642,2020-01-31,581771.0,2128
ZSFH,58643,2020-01-31,1135809.0,2129
ZSFH,58644,2020-01-31,918687.0,2130
ZSFH,58645,2020-01-31,628804.0,2131
ZSFH,58646,2020-01-31,661835.0,2132
ZSFH,58648,2020-01-31,860171.0,2134
ZSFH,58649,2020-01-31,785354.0,2135
ZSFH,58650,2020-01-31,485440.0,2136
ZSFH,58652,2020-01-31,2055991.0,2138
ZSFH,58653,2020-01-31,1391428.0,2139
ZSFH,58654,2020-01-31,1252871.0,2140
ZSFH,58655,2020-01-31,1057744.0,2141
ZSFH,58656,2020-01-31,1028491.0,2142
ZSFH,58657,2020-01-31,986281.0,2143
ZSFH,58658,2020-01-31,1192440.0,2144
ZSFH,58659,2020-01-31,798608.0,2145
ZSFH,58660,2020-01-31,521418.0,2148
ZSFH,58661,2020-01-31,483187.0,2149
ZSFH,58662,2020-01-31,462636.0,2150
ZSFH,58663,2020-01-31,472801.0,2151
ZSFH,58664,2020-01-31,551298.0,2152
ZSFH,58666,2020-01-31,658878.0,2155
ZSFH,58669,2020-01-31,521461.0,2169
ZSFH,58670,2020-01-31,583467.0,2170
ZSFH,58671,2020-01-31,564644.0,2171
ZSFH,58672,2020-01-31,686981.0,2176
ZSFH,58673,2020-01-31,605334.0,2180
ZSFH,58674,2020-01-31,552782.0,2184
ZSFH,58676,2020-01-31,752245.0,2186
ZSFH,58678,2020-01-31,440447.0,2188
ZSFH,58679,2020-01-31,432155.0,2189
ZSFH,58680,2020-01-31,474724.0,2190
ZSFH,58681,2020-01-31,426322.0,2191
ZSFH,58685,2020-01-31,53441.0,2203
ZSFH,58692,2020-01-31,1006121.0,2210
ZSFH,58695,2020-01-31,916826.0,2215
ZSFH,58710,2020-01-31,345890.0,2301
ZSFH,58711,2020-01-31,316650.0,2302
ZSFH,58715,2020-01-31,373947.0,2322
ZSFH,58716,2020-01-31,421618.0,2324
ZSFH,58719,2020-01-31,363530.0,2330
ZSFH,58721,2020-01-31,655099.0,2332
ZSFH,58722,2020-01-31,385579.0,2333
ZSFH,58723,2020-01-31,594473.0,2334
ZSFH,58725,2020-01-31,374774.0,2338
ZSFH,58726,2020-01-31,532704.0,2339
ZSFH,58728,2020-01-31,384669.0,2341
ZSFH,58729,2020-01-31,373043.0,2343
ZSFH,58732,2020-01-31,368374.0,2346
ZSFH,58733,2020-01-31,412156.0,2347
ZSFH,58736,2020-01-31,269032.0,2350
ZSFH,58737,2020-01-31,399278.0,2351
ZSFH,58739,2020-01-31,522261.0,2356
ZSFH,58742,2020-01-31,431060.0,2359
ZSFH,58743,2020-01-31,391406.0,2360
ZSFH,58746,2020-01-31,454810.0,2364
ZSFH,58748,2020-01-31,412342.0,2367
ZSFH,58749,2020-01-31,407752.0,2368
ZSFH,58750,2020-01-31,361107.0,2370
ZSFH,58751,2020-01-31,460158.0,2375
ZSFH,58752,2020-01-31,390047.0,2379
ZSFH,58754,2020-01-31,367527.0,2382
ZSFH,58755,2020-01-31,1138617.0,2420
ZSFH,58756,2020-01-31,1163534.0,2421
ZSFH,58757,2020-01-31,2216838.0,2445
ZSFH,58758,2020-01-31,2110751.0,2446
ZSFH,58760,2020-01-31,616373.0,2451
ZSFH,58761,2020-01-31,684496.0,2452
ZSFH,58762,2020-01-31,637971.0,2453
ZSFH,58763,2020-01-31,609513.0,2454
ZSFH,58767,2020-01-31,1254316.0,2458
ZSFH,58768,2020-01-31,1441810.0,2459
ZSFH,58769,2020-01-31,1104469.0,2460
ZSFH,58770,2020-01-31,1160249.0,2461
ZSFH,58771,2020-01-31,980956.0,2462
ZSFH,58772,2020-01-31,861899.0,2464
ZSFH,58773,2020-01-31,1046334.0,2465
ZSFH,58774,2020-01-31,1074631.0,2466
ZSFH,58775,2020-01-31,1475967.0,2467
ZSFH,58776,2020-01-31,1552448.0,2468
ZSFH,58778,2020-01-31,741798.0,2472
ZSFH,58779,2020-01-31,846542.0,2474
ZSFH,58781,2020-01-31,850356.0,2476
ZSFH,58783,2020-01-31,1216454.0,2478
ZSFH,58785,2020-01-31,1540618.0,2481
ZSFH,58786,2020-01-31,1307862.0,2482
ZSFH,58787,2020-01-31,1143803.0,2492
ZSFH,58788,2020-01-31,1524877.0,2493
ZSFH,58789,2020-01-31,1000400.0,2494
ZSFH,58791,2020-01-31,379175.0,2532
ZSFH,58792,2020-01-31,559101.0,2534
ZSFH,58793,2020-01-31,1504634.0,2535
ZSFH,58794,2020-01-31,406523.0,2536
ZSFH,58795,2020-01-31,492817.0,2537
ZSFH,58796,2020-01-31,282868.0,2538
ZSFH,58797,2020-01-31,1053649.0,2539
ZSFH,58798,2020-01-31,651332.0,2540
ZSFH,58801,2020-01-31,767270.0,2543
ZSFH,58804,2020-01-31,1753871.0,2554
ZSFH,58805,2020-01-31,576916.0,2556
ZSFH,58806,2020-01-31,661823.0,2557
ZSFH,58807,2020-01-31,362315.0,2558
ZSFH,58808,2020-01-31,429921.0,2559
ZSFH,58809,2020-01-31,394672.0,2561
ZSFH,58810,2020-01-31,429992.0,2562
ZSFH,58811,2020-01-31,420391.0,2563
ZSFH,58812,2020-01-31,1584098.0,2564
ZSFH,58814,2020-01-31,750690.0,2568
ZSFH,58815,2020-01-31,292359.0,2571
ZSFH,58818,2020-01-31,861079.0,2575
ZSFH,58819,2020-01-31,319812.0,2576
ZSFH,58821,2020-01-31,342826.0,2601
ZSFH,58822,2020-01-31,575796.0,2630
ZSFH,58823,2020-01-31,505567.0,2631
ZSFH,58824,2020-01-31,407754.0,2632
ZSFH,58825,2020-01-31,803740.0,2633
ZSFH,58827,2020-01-31,501372.0,2635
ZSFH,58829,2020-01-31,588476.0,2637
ZSFH,58830,2020-01-31,620351.0,2638
ZSFH,58831,2020-01-31,365176.0,2639
ZSFH,58832,2020-01-31,513139.0,2641
ZSFH,58833,2020-01-31,497595.0,2642
ZSFH,58835,2020-01-31,384948.0,2644
ZSFH,58836,2020-01-31,436447.0,2645
ZSFH,58837,2020-01-31,712805.0,2646
ZSFH,58839,2020-01-31,409387.0,2648
ZSFH,58840,2020-01-31,460784.0,2649
ZSFH,58841,2020-01-31,1114996.0,2650
ZSFH,58843,2020-01-31,630452.0,2652
ZSFH,58844,2020-01-31,728323.0,2653
ZSFH,58845,2020-01-31,659145.0,2655
ZSFH,58846,2020-01-31,948728.0,2657
ZSFH,58847,2020-01-31,598223.0,2659
ZSFH,58848,2020-01-31,401047.0,2660
ZSFH,58851,2020-01-31,482971.0,2663
ZSFH,58852,2020-01-31,357461.0,2664
ZSFH,58853,2020-01-31,758067.0,2666
ZSFH,58854,2020-01-31,620627.0,2667
ZSFH,58855,2020-01-31,483253.0,2668
ZSFH,58857,2020-01-31,449531.0,2670
ZSFH,58858,2020-01-31,479727.0,2671
ZSFH,58860,2020-01-31,344786.0,2673
ZSFH,58861,2020-01-31,422923.0,2675
ZSFH,58862,2020-01-31,377359.0,2702
ZSFH,58863,2020-01-31,360145.0,2703
ZSFH,58865,2020-01-31,913573.0,2713
ZSFH,58866,2020-01-31,333698.0,2714
ZSFH,58867,2020-01-31,397401.0,2715
ZSFH,58868,2020-01-31,367968.0,2717
ZSFH,58869,2020-01-31,341742.0,2718
ZSFH,58870,2020-01-31,313279.0,2719
ZSFH,58871,2020-01-31,289983.0,2720
ZSFH,58872,2020-01-31,269535.0,2721
ZSFH,58873,2020-01-31,391276.0,2722
ZSFH,58874,2020-01-31,255485.0,2723
ZSFH,58875,2020-01-31,253510.0,2724
ZSFH,58876,2020-01-31,294096.0,2725
ZSFH,58877,2020-01-31,321754.0,2726
ZSFH,58878,2020-01-31,496321.0,2738
ZSFH,58879,2020-01-31,452619.0,2739
ZSFH,58880,2020-01-31,248870.0,2740
ZSFH,58883,2020-01-31,324573.0,2743
ZSFH,58884,2020-01-31,265220.0,2744
ZSFH,58885,2020-01-31,276547.0,2745
ZSFH,58886,2020-01-31,250746.0,2746
ZSFH,58887,2020-01-31,373969.0,2747
ZSFH,58888,2020-01-31,434293.0,2748
ZSFH,58889,2020-01-31,407027.0,2760
ZSFH,58891,2020-01-31,419266.0,2762
ZSFH,58892,2020-01-31,439935.0,2763
ZSFH,58893,2020-01-31,360116.0,2764
ZSFH,58894,2020-01-31,392319.0,2766
ZSFH,58895,2020-01-31,417771.0,2767
ZSFH,58897,2020-01-31,428722.0,2769
ZSFH,58898,2020-01-31,431953.0,2770
ZSFH,58899,2020-01-31,368200.0,2771
ZSFH,58900,2020-01-31,326869.0,2777
ZSFH,58901,2020-01-31,409762.0,2779
ZSFH,58902,2020-01-31,332521.0,2780
ZSFH,58904,2020-01-31,419003.0,2790
ZSFH,58905,2020-01-31,748937.0,2791
ZSFH,58907,2020-01-31,240550.0,2802
ZSFH,58908,2020-01-31,259565.0,2804
ZSFH,58909,2020-01-31,452392.0,2806
ZSFH,58910,2020-01-31,1122849.0,2807
ZSFH,58911,2020-01-31,265711.0,2808
ZSFH,58912,2020-01-31,349026.0,2809
ZSFH,58913,2020-01-31,327064.0,2812
ZSFH,58914,2020-01-31,411226.0,2813
ZSFH,58915,2020-01-31,297578.0,2814
ZSFH,58916,2020-01-31,333847.0,2815
ZSFH,58917,2020-01-31,272791.0,2816
ZSFH,58918,2020-01-31,377031.0,2817
ZSFH,58919,2020-01-31,464335.0,2818
ZSFH,58920,2020-01-31,361801.0,2822
ZSFH,58922,2020-01-31,310208.0,2824
ZSFH,58923,2020-01-31,336721.0,2825
ZSFH,58924,2020-01-31,273150.0,2826
ZSFH,58925,2020-01-31,337948.0,2827
ZSFH,58926,2020-01-31,339398.0,2828
